sport,article,date,pageviews
Mountain Biking,Mountain_biking,2024-07-01,9365
Mountain Biking,Mountain_biking,2024-08-01,9698
Mountain Biking,Mountain_biking,2024-09-01,8512
Mountain Biking,Mountain_biking,2024-10-01,9682
Mountain Biking,Mountain_biking,2024-11-01,8274
Mountain Biking,Mountain_biking,2024-12-01,7617
Paragliding,Paragliding,2015-07-01,28951
Paragliding,Paragliding,2015-08-01,25893
Paragliding,Paragliding,2015-09-01,22088
Paragliding,Paragliding,2015-10-01,22997
Paragliding,Paragliding,2015-11-01,20337
Paragliding,Paragliding,2015-12-01,19749
Paragliding,Paragliding,2016-01-01,23689
Paragliding,Paragliding,2016-02-01,20462
Paragliding,Paragliding,2016-03-01,22713
Paragliding,Paragliding,2016-04-01,22820
Paragliding,Paragliding,2016-05-01,31565
Paragliding,Paragliding,2016-06-01,28706
Paragliding,Paragliding,2016-07-01,26866
Paragliding,Paragliding,2016-08-01,28569
Paragliding,Paragliding,2016-09-01,25776
Paragliding,Paragliding,2016-10-01,24439
Paragliding,Paragliding,2016-11-01,22336
Paragliding,Paragliding,2016-12-01,21860
Paragliding,Paragliding,2017-01-01,25920
Paragliding,Paragliding,2017-02-01,22413
Paragliding,Paragliding,2017-03-01,25505
Paragliding,Paragliding,2017-04-01,25859
Paragliding,Paragliding,2017-05-01,26579
Paragliding,Paragliding,2017-06-01,26297
Paragliding,Paragliding,2017-07-01,27806
Paragliding,Paragliding,2017-08-01,28894
Paragliding,Paragliding,2017-09-01,25101
Paragliding,Paragliding,2017-10-01,24890
Paragliding,Paragliding,2017-11-01,22601
Paragliding,Paragliding,2017-12-01,19442
Paragliding,Paragliding,2018-01-01,22967
Paragliding,Paragliding,2018-02-01,19735
Paragliding,Paragliding,2018-03-01,21798
Paragliding,Paragliding,2018-04-01,20604
Paragliding,Paragliding,2018-05-01,22740
Paragliding,Paragliding,2018-06-01,22465
Paragliding,Paragliding,2018-07-01,26224
Paragliding,Paragliding,2018-08-01,30712
Paragliding,Paragliding,2018-09-01,24881
Paragliding,Paragliding,2018-10-01,26015
Paragliding,Paragliding,2018-11-01,21353
Paragliding,Paragliding,2018-12-01,19446
Paragliding,Paragliding,2019-01-01,24205
Paragliding,Paragliding,2019-02-01,19749
Paragliding,Paragliding,2019-03-01,24292
Paragliding,Paragliding,2019-04-01,23786
Paragliding,Paragliding,2019-05-01,25306
Paragliding,Paragliding,2019-06-01,23959
Paragliding,Paragliding,2019-07-01,34942
Paragliding,Paragliding,2019-08-01,31162
Paragliding,Paragliding,2019-09-01,23333
Paragliding,Paragliding,2019-10-01,20740
Paragliding,Paragliding,2019-11-01,20138
Paragliding,Paragliding,2019-12-01,19290
Paragliding,Paragliding,2020-01-01,21535
Paragliding,Paragliding,2020-02-01,20311
Paragliding,Paragliding,2020-03-01,17987
Paragliding,Paragliding,2020-04-01,20353
Paragliding,Paragliding,2020-05-01,19264
Paragliding,Paragliding,2020-06-01,19822
Paragliding,Paragliding,2020-07-01,22245
Paragliding,Paragliding,2020-08-01,22789
Paragliding,Paragliding,2020-09-01,21949
Paragliding,Paragliding,2020-10-01,21577
Paragliding,Paragliding,2020-11-01,20305
Paragliding,Paragliding,2020-12-01,23895
Paragliding,Paragliding,2021-01-01,23844
Paragliding,Paragliding,2021-02-01,19965
Paragliding,Paragliding,2021-03-01,23282
Paragliding,Paragliding,2021-04-01,21558
Paragliding,Paragliding,2021-05-01,21149
Paragliding,Paragliding,2021-06-01,24982
Paragliding,Paragliding,2021-07-01,25016
Paragliding,Paragliding,2021-08-01,24233
Paragliding,Paragliding,2021-09-01,23035
Paragliding,Paragliding,2021-10-01,22212
Paragliding,Paragliding,2021-11-01,19277
Paragliding,Paragliding,2021-12-01,20833
Paragliding,Paragliding,2022-01-01,21315
Paragliding,Paragliding,2022-02-01,19898
Paragliding,Paragliding,2022-03-01,21330
Paragliding,Paragliding,2022-04-01,19522
Paragliding,Paragliding,2022-05-01,20767
Paragliding,Paragliding,2022-06-01,23389
Paragliding,Paragliding,2022-07-01,25849
Paragliding,Paragliding,2022-08-01,27510
Paragliding,Paragliding,2022-09-01,30896
Paragliding,Paragliding,2022-10-01,30999
Paragliding,Paragliding,2022-11-01,32197
Paragliding,Paragliding,2022-12-01,20014
Paragliding,Paragliding,2023-01-01,22301
Paragliding,Paragliding,2023-02-01,21314
Paragliding,Paragliding,2023-03-01,28236
Paragliding,Paragliding,2023-04-01,22350
Paragliding,Paragliding,2023-05-01,28955
Paragliding,Paragliding,2023-06-01,30177
Paragliding,Paragliding,2023-07-01,33951
Paragliding,Paragliding,2023-08-01,33149
Paragliding,Paragliding,2023-09-01,33222
Paragliding,Paragliding,2023-10-01,52222
Paragliding,Paragliding,2023-11-01,31072
Paragliding,Paragliding,2023-12-01,30251
Paragliding,Paragliding,2024-01-01,40716
Paragliding,Paragliding,2024-02-01,31126
Paragliding,Paragliding,2024-03-01,35070
Paragliding,Paragliding,2024-04-01,34054
Paragliding,Paragliding,2024-05-01,24254
Paragliding,Paragliding,2024-06-01,18786
Paragliding,Paragliding,2024-07-01,20333
Paragliding,Paragliding,2024-08-01,21985
Paragliding,Paragliding,2024-09-01,20871
Paragliding,Paragliding,2024-10-01,18795
Paragliding,Paragliding,2024-11-01,17392
Paragliding,Paragliding,2024-12-01,15311
Road Cycling,Cycling,2015-07-01,22550
Road Cycling,Cycling,2015-08-01,20907
Road Cycling,Cycling,2015-09-01,21381
Road Cycling,Cycling,2015-10-01,21139
Road Cycling,Cycling,2015-11-01,20184
Road Cycling,Cycling,2015-12-01,19766
Road Cycling,Cycling,2016-01-01,22965
Road Cycling,Cycling,2016-02-01,23141
Road Cycling,Cycling,2016-03-01,23866
Road Cycling,Cycling,2016-04-01,26837
Road Cycling,Cycling,2016-05-01,23895
Road Cycling,Cycling,2016-06-01,23297
Road Cycling,Cycling,2016-07-01,29849
Road Cycling,Cycling,2016-08-01,34862
Road Cycling,Cycling,2016-09-01,27344
Road Cycling,Cycling,2016-10-01,26998
Road Cycling,Cycling,2016-11-01,26659
Road Cycling,Cycling,2016-12-01,23837
Road Cycling,Cycling,2017-01-01,26062
Road Cycling,Cycling,2017-02-01,25730
Road Cycling,Cycling,2017-03-01,29422
Road Cycling,Cycling,2017-04-01,24158
Road Cycling,Cycling,2017-05-01,25627
Road Cycling,Cycling,2017-06-01,23583
Road Cycling,Cycling,2017-07-01,25776
Road Cycling,Cycling,2017-08-01,25216
Road Cycling,Cycling,2017-09-01,25121
Road Cycling,Cycling,2017-10-01,26433
Road Cycling,Cycling,2017-11-01,25383
Road Cycling,Cycling,2017-12-01,23861
Road Cycling,Cycling,2018-01-01,30260
Road Cycling,Cycling,2018-02-01,24587
Road Cycling,Cycling,2018-03-01,24976
Road Cycling,Cycling,2018-04-01,22587
Road Cycling,Cycling,2018-05-01,24439
Road Cycling,Cycling,2018-06-01,20916
Road Cycling,Cycling,2018-07-01,24512
Road Cycling,Cycling,2018-08-01,25434
Road Cycling,Cycling,2018-09-01,27816
Road Cycling,Cycling,2018-10-01,25992
Road Cycling,Cycling,2018-11-01,24127
Road Cycling,Cycling,2018-12-01,20623
Road Cycling,Cycling,2019-01-01,25610
Road Cycling,Cycling,2019-02-01,23322
Road Cycling,Cycling,2019-03-01,24599
Road Cycling,Cycling,2019-04-01,22566
Road Cycling,Cycling,2019-05-01,20461
Road Cycling,Cycling,2019-06-01,19642
Road Cycling,Cycling,2019-07-01,30221
Road Cycling,Cycling,2019-08-01,27755
Road Cycling,Cycling,2019-09-01,24821
Road Cycling,Cycling,2019-10-01,30196
Road Cycling,Cycling,2019-11-01,49309
Road Cycling,Cycling,2019-12-01,30386
Road Cycling,Cycling,2020-01-01,32396
Road Cycling,Cycling,2020-02-01,24345
Road Cycling,Cycling,2020-03-01,22168
Road Cycling,Cycling,2020-04-01,27821
Road Cycling,Cycling,2020-05-01,23397
Road Cycling,Cycling,2020-06-01,19636
Road Cycling,Cycling,2020-07-01,19610
Road Cycling,Cycling,2020-08-01,21731
Road Cycling,Cycling,2020-09-01,24901
Road Cycling,Cycling,2020-10-01,25061
Road Cycling,Cycling,2020-11-01,24001
Road Cycling,Cycling,2020-12-01,21871
Road Cycling,Cycling,2021-01-01,22760
Road Cycling,Cycling,2021-02-01,23842
Road Cycling,Cycling,2021-03-01,25331
Road Cycling,Cycling,2021-04-01,23616
Road Cycling,Cycling,2021-05-01,24132
Road Cycling,Cycling,2021-06-01,21976
Road Cycling,Cycling,2021-07-01,27318
Road Cycling,Cycling,2021-08-01,24835
Road Cycling,Cycling,2021-09-01,23777
Road Cycling,Cycling,2021-10-01,20645
Road Cycling,Cycling,2021-11-01,18113
Road Cycling,Cycling,2021-12-01,17971
Road Cycling,Cycling,2022-01-01,18847
Road Cycling,Cycling,2022-02-01,19305
Road Cycling,Cycling,2022-03-01,21137
Road Cycling,Cycling,2022-04-01,18515
Road Cycling,Cycling,2022-05-01,17561
Road Cycling,Cycling,2022-06-01,16593
Road Cycling,Cycling,2022-07-01,20557
Road Cycling,Cycling,2022-08-01,26470
Road Cycling,Cycling,2022-09-01,35287
Road Cycling,Cycling,2022-10-01,46584
Road Cycling,Cycling,2022-11-01,29026
Road Cycling,Cycling,2022-12-01,21253
Road Cycling,Cycling,2023-01-01,24129
Road Cycling,Cycling,2023-02-01,22244
Road Cycling,Cycling,2023-03-01,25847
Road Cycling,Cycling,2023-04-01,15763
Road Cycling,Cycling,2023-05-01,22430
Road Cycling,Cycling,2023-06-01,21851
Road Cycling,Cycling,2023-07-01,20705
Road Cycling,Cycling,2023-08-01,21847
Road Cycling,Cycling,2023-09-01,24724
Road Cycling,Cycling,2023-10-01,25240
Road Cycling,Cycling,2023-11-01,22648
Road Cycling,Cycling,2023-12-01,21372
Road Cycling,Cycling,2024-01-01,25721
Road Cycling,Cycling,2024-02-01,21172
Road Cycling,Cycling,2024-03-01,22496
Road Cycling,Cycling,2024-04-01,24692
Road Cycling,Cycling,2024-05-01,19071
Road Cycling,Cycling,2024-06-01,11755
Road Cycling,Cycling,2024-07-01,13414
Road Cycling,Cycling,2024-08-01,18328
Road Cycling,Cycling,2024-09-01,14199
Road Cycling,Cycling,2024-10-01,12947
Road Cycling,Cycling,2024-11-01,12457
Road Cycling,Cycling,2024-12-01,11489
Road Racing,Road_racing,2015-07-01,4096
Road Racing,Road_racing,2015-08-01,4203
Road Racing,Road_racing,2015-09-01,4231
Road Racing,Road_racing,2015-10-01,4349
Road Racing,Road_racing,2015-11-01,4756
Road Racing,Road_racing,2015-12-01,3480
Road Racing,Road_racing,2016-01-01,3625
Road Racing,Road_racing,2016-02-01,4192
Road Racing,Road_racing,2016-03-01,4443
Road Racing,Road_racing,2016-04-01,5117
Road Racing,Road_racing,2016-05-01,4931
Road Racing,Road_racing,2016-06-01,5069
Road Racing,Road_racing,2016-07-01,4043
Road Racing,Road_racing,2016-08-01,4070
Road Racing,Road_racing,2016-09-01,4062
Road Racing,Road_racing,2016-10-01,3866
Road Racing,Road_racing,2016-11-01,3803
Road Racing,Road_racing,2016-12-01,3258
Road Racing,Road_racing,2017-01-01,3503
Road Racing,Road_racing,2017-02-01,3570
Road Racing,Road_racing,2017-03-01,4350
Road Racing,Road_racing,2017-04-01,4423
Road Racing,Road_racing,2017-05-01,4730
Road Racing,Road_racing,2017-06-01,4731
Road Racing,Road_racing,2017-07-01,4009
Road Racing,Road_racing,2017-08-01,4211
Road Racing,Road_racing,2017-09-01,3668
Road Racing,Road_racing,2017-10-01,3708
Road Racing,Road_racing,2017-11-01,3823
Road Racing,Road_racing,2017-12-01,3103
Road Racing,Road_racing,2018-01-01,3290
Road Racing,Road_racing,2018-02-01,3191
Road Racing,Road_racing,2018-03-01,4086
Road Racing,Road_racing,2018-04-01,4070
Road Racing,Road_racing,2018-05-01,4253
Road Racing,Road_racing,2018-06-01,4493
Road Racing,Road_racing,2018-07-01,4282
Road Racing,Road_racing,2018-08-01,4339
Road Racing,Road_racing,2018-09-01,4626
Road Racing,Road_racing,2018-10-01,4481
Road Racing,Road_racing,2018-11-01,3947
Road Racing,Road_racing,2018-12-01,3278
Road Racing,Road_racing,2019-01-01,3630
Road Racing,Road_racing,2019-02-01,3349
Road Racing,Road_racing,2019-03-01,4042
Road Racing,Road_racing,2019-04-01,3818
Road Racing,Road_racing,2019-05-01,4346
Road Racing,Road_racing,2019-06-01,4502
Road Racing,Road_racing,2019-07-01,4698
Road Racing,Road_racing,2019-08-01,4834
Road Racing,Road_racing,2019-09-01,4128
Road Racing,Road_racing,2019-10-01,4998
Road Racing,Road_racing,2019-11-01,4942
Road Racing,Road_racing,2019-12-01,3946
Road Racing,Road_racing,2020-01-01,4647
Road Racing,Road_racing,2020-02-01,3923
Road Racing,Road_racing,2020-03-01,4372
Road Racing,Road_racing,2020-04-01,4674
Road Racing,Road_racing,2020-05-01,4988
Road Racing,Road_racing,2020-06-01,4375
Road Racing,Road_racing,2020-07-01,4952
Road Racing,Road_racing,2020-08-01,5123
Road Racing,Road_racing,2020-09-01,4420
Road Racing,Road_racing,2020-10-01,4274
Road Racing,Road_racing,2020-11-01,4001
Road Racing,Road_racing,2020-12-01,3580
Road Racing,Road_racing,2021-01-01,3304
Road Racing,Road_racing,2021-02-01,3559
Road Racing,Road_racing,2021-03-01,4728
Road Racing,Road_racing,2021-04-01,4683
Road Racing,Road_racing,2021-05-01,5455
Road Racing,Road_racing,2021-06-01,4456
Road Racing,Road_racing,2021-07-01,3965
Road Racing,Road_racing,2021-08-01,5087
Road Racing,Road_racing,2021-09-01,4675
Road Racing,Road_racing,2021-10-01,4096
Road Racing,Road_racing,2021-11-01,3936
Road Racing,Road_racing,2021-12-01,3344
Road Racing,Road_racing,2022-01-01,3378
Road Racing,Road_racing,2022-02-01,3212
Road Racing,Road_racing,2022-03-01,4246
Road Racing,Road_racing,2022-04-01,4144
Road Racing,Road_racing,2022-05-01,4662
Road Racing,Road_racing,2022-06-01,5225
Road Racing,Road_racing,2022-07-01,4572
Road Racing,Road_racing,2022-08-01,4437
Road Racing,Road_racing,2022-09-01,4508
Road Racing,Road_racing,2022-10-01,4145
Road Racing,Road_racing,2022-11-01,4774
Road Racing,Road_racing,2022-12-01,3028
Road Racing,Road_racing,2023-01-01,3218
Road Racing,Road_racing,2023-02-01,3269
Road Racing,Road_racing,2023-03-01,4666
Road Racing,Road_racing,2023-04-01,4072
Road Racing,Road_racing,2023-05-01,4677
Road Racing,Road_racing,2023-06-01,5181
Road Racing,Road_racing,2023-07-01,4505
Road Racing,Road_racing,2023-08-01,4215
Road Racing,Road_racing,2023-09-01,4166
Road Racing,Road_racing,2023-10-01,4402
Road Racing,Road_racing,2023-11-01,4510
Road Racing,Road_racing,2023-12-01,4018
Road Racing,Road_racing,2024-01-01,4533
Road Racing,Road_racing,2024-02-01,4511
Road Racing,Road_racing,2024-03-01,4814
Road Racing,Road_racing,2024-04-01,5070
Road Racing,Road_racing,2024-05-01,4981
Road Racing,Road_racing,2024-06-01,4794
Road Racing,Road_racing,2024-07-01,4247
Road Racing,Road_racing,2024-08-01,4040
Road Racing,Road_racing,2024-09-01,3972
Road Racing,Road_racing,2024-10-01,3917
Road Racing,Road_racing,2024-11-01,4200
Road Racing,Road_racing,2024-12-01,3430
Rock Climbing,Rock_climbing,2015-07-01,15379
Rock Climbing,Rock_climbing,2015-08-01,14394
Rock Climbing,Rock_climbing,2015-09-01,18442
Rock Climbing,Rock_climbing,2015-10-01,20149
Rock Climbing,Rock_climbing,2015-11-01,17920
Rock Climbing,Rock_climbing,2015-12-01,15772
Rock Climbing,Rock_climbing,2016-01-01,18650
Rock Climbing,Rock_climbing,2016-02-01,18477
Rock Climbing,Rock_climbing,2016-03-01,19563
Rock Climbing,Rock_climbing,2016-04-01,19304
Rock Climbing,Rock_climbing,2016-05-01,21165
Rock Climbing,Rock_climbing,2016-06-01,17889
Rock Climbing,Rock_climbing,2016-07-01,14659
Rock Climbing,Rock_climbing,2016-08-01,17274
Rock Climbing,Rock_climbing,2016-09-01,19912
Rock Climbing,Rock_climbing,2016-10-01,20413
Rock Climbing,Rock_climbing,2016-11-01,19867
Rock Climbing,Rock_climbing,2016-12-01,16767
Rock Climbing,Rock_climbing,2017-01-01,18306
Rock Climbing,Rock_climbing,2017-02-01,17790
Rock Climbing,Rock_climbing,2017-03-01,19528
Rock Climbing,Rock_climbing,2017-04-01,17268
Rock Climbing,Rock_climbing,2017-05-01,18089
Rock Climbing,Rock_climbing,2017-06-01,15843
Rock Climbing,Rock_climbing,2017-07-01,14811
Rock Climbing,Rock_climbing,2017-08-01,15121
Rock Climbing,Rock_climbing,2017-09-01,18055
Rock Climbing,Rock_climbing,2017-10-01,19834
Rock Climbing,Rock_climbing,2017-11-01,17865
Rock Climbing,Rock_climbing,2017-12-01,14261
Rock Climbing,Rock_climbing,2018-01-01,17061
Rock Climbing,Rock_climbing,2018-02-01,16288
Rock Climbing,Rock_climbing,2018-03-01,17642
Rock Climbing,Rock_climbing,2018-04-01,15526
Rock Climbing,Rock_climbing,2018-05-01,16501
Rock Climbing,Rock_climbing,2018-06-01,15086
Rock Climbing,Rock_climbing,2018-07-01,15066
Rock Climbing,Rock_climbing,2018-08-01,16005
Rock Climbing,Rock_climbing,2018-09-01,16472
Rock Climbing,Rock_climbing,2018-10-01,16998
Rock Climbing,Rock_climbing,2018-11-01,16790
Rock Climbing,Rock_climbing,2018-12-01,14437
Rock Climbing,Rock_climbing,2019-01-01,15394
Rock Climbing,Rock_climbing,2019-02-01,15071
Rock Climbing,Rock_climbing,2019-03-01,21572
Rock Climbing,Rock_climbing,2019-04-01,16254
Rock Climbing,Rock_climbing,2019-05-01,15819
Rock Climbing,Rock_climbing,2019-06-01,12549
Rock Climbing,Rock_climbing,2019-07-01,12824
Rock Climbing,Rock_climbing,2019-08-01,12652
Rock Climbing,Rock_climbing,2019-09-01,13991
Rock Climbing,Rock_climbing,2019-10-01,14610
Rock Climbing,Rock_climbing,2019-11-01,14861
Rock Climbing,Rock_climbing,2019-12-01,13995
Rock Climbing,Rock_climbing,2020-01-01,15511
Rock Climbing,Rock_climbing,2020-02-01,12876
Rock Climbing,Rock_climbing,2020-03-01,12083
Rock Climbing,Rock_climbing,2020-04-01,14120
Rock Climbing,Rock_climbing,2020-05-01,11375
Rock Climbing,Rock_climbing,2020-06-01,10137
Rock Climbing,Rock_climbing,2020-07-01,10328
Rock Climbing,Rock_climbing,2020-08-01,11279
Rock Climbing,Rock_climbing,2020-09-01,12457
Rock Climbing,Rock_climbing,2020-10-01,14108
Rock Climbing,Rock_climbing,2020-11-01,13642
Rock Climbing,Rock_climbing,2020-12-01,12983
Rock Climbing,Rock_climbing,2021-01-01,12166
Rock Climbing,Rock_climbing,2021-02-01,12733
Rock Climbing,Rock_climbing,2021-03-01,13578
Rock Climbing,Rock_climbing,2021-04-01,12713
Rock Climbing,Rock_climbing,2021-05-01,12994
Rock Climbing,Rock_climbing,2021-06-01,10460
Rock Climbing,Rock_climbing,2021-07-01,11639
Rock Climbing,Rock_climbing,2021-08-01,13339
Rock Climbing,Rock_climbing,2021-09-01,12464
Rock Climbing,Rock_climbing,2021-10-01,12944
Rock Climbing,Rock_climbing,2021-11-01,12691
Rock Climbing,Rock_climbing,2021-12-01,12171
Rock Climbing,Rock_climbing,2022-01-01,13870
Rock Climbing,Rock_climbing,2022-02-01,14133
Rock Climbing,Rock_climbing,2022-03-01,13304
Rock Climbing,Rock_climbing,2022-04-01,13162
Rock Climbing,Rock_climbing,2022-05-01,12714
Rock Climbing,Rock_climbing,2022-06-01,15209
Rock Climbing,Rock_climbing,2022-07-01,12885
Rock Climbing,Rock_climbing,2022-08-01,13663
Rock Climbing,Rock_climbing,2022-09-01,16077
Rock Climbing,Rock_climbing,2022-10-01,19011
Rock Climbing,Rock_climbing,2022-11-01,16890
Rock Climbing,Rock_climbing,2022-12-01,12276
Rock Climbing,Rock_climbing,2023-01-01,14959
Rock Climbing,Rock_climbing,2023-02-01,14909
Rock Climbing,Rock_climbing,2023-03-01,18713
Rock Climbing,Rock_climbing,2023-04-01,13758
Rock Climbing,Rock_climbing,2023-05-01,16909
Rock Climbing,Rock_climbing,2023-06-01,14624
Rock Climbing,Rock_climbing,2023-07-01,14005
Rock Climbing,Rock_climbing,2023-08-01,14919
Rock Climbing,Rock_climbing,2023-09-01,16429
Rock Climbing,Rock_climbing,2023-10-01,17353
Rock Climbing,Rock_climbing,2023-11-01,16438
Rock Climbing,Rock_climbing,2023-12-01,14440
Rock Climbing,Rock_climbing,2024-01-01,18724
Rock Climbing,Rock_climbing,2024-02-01,15144
Rock Climbing,Rock_climbing,2024-03-01,15505
Rock Climbing,Rock_climbing,2024-04-01,16203
Rock Climbing,Rock_climbing,2024-05-01,13348
Rock Climbing,Rock_climbing,2024-06-01,10342
Rock Climbing,Rock_climbing,2024-07-01,10463
Rock Climbing,Rock_climbing,2024-08-01,13066
Rock Climbing,Rock_climbing,2024-09-01,10933
Rock Climbing,Rock_climbing,2024-10-01,14585
Rock Climbing,Rock_climbing,2024-11-01,11831
Rock Climbing,Rock_climbing,2024-12-01,11148
Running,Running,2015-07-01,25167
Running,Running,2015-08-01,24474
Running,Running,2015-09-01,24606
Running,Running,2015-10-01,26179
Running,Running,2015-11-01,26878
Running,Running,2015-12-01,23468
Running,Running,2016-01-01,28265
Running,Running,2016-02-01,29047
Running,Running,2016-03-01,27788
Running,Running,2016-04-01,24934
Running,Running,2016-05-01,24302
Running,Running,2016-06-01,23464
Running,Running,2016-07-01,25051
Running,Running,2016-08-01,37215
Running,Running,2016-09-01,29972
Running,Running,2016-10-01,28618
Running,Running,2016-11-01,28302
Running,Running,2016-12-01,25404
Running,Running,2017-01-01,31071
Running,Running,2017-02-01,28857
Running,Running,2017-03-01,31864
Running,Running,2017-04-01,25115
Running,Running,2017-05-01,27492
Running,Running,2017-06-01,22652
Running,Running,2017-07-01,23902
Running,Running,2017-08-01,24723
Running,Running,2017-09-01,26258
Running,Running,2017-10-01,28478
Running,Running,2017-11-01,29225
Running,Running,2017-12-01,25114
Running,Running,2018-01-01,31519
Running,Running,2018-02-01,29830
Running,Running,2018-03-01,28141
Running,Running,2018-04-01,25312
Running,Running,2018-05-01,24908
Running,Running,2018-06-01,24632
Running,Running,2018-07-01,26182
Running,Running,2018-08-01,28364
Running,Running,2018-09-01,27934
Running,Running,2018-10-01,30189
Running,Running,2018-11-01,29079
Running,Running,2018-12-01,31296
Running,Running,2019-01-01,32574
Running,Running,2019-02-01,26963
Running,Running,2019-03-01,26557
Running,Running,2019-04-01,23162
Running,Running,2019-05-01,24300
Running,Running,2019-06-01,27091
Running,Running,2019-07-01,26106
Running,Running,2019-08-01,25996
Running,Running,2019-09-01,27791
Running,Running,2019-10-01,30656
Running,Running,2019-11-01,30492
Running,Running,2019-12-01,30134
Running,Running,2020-01-01,31468
Running,Running,2020-02-01,29514
Running,Running,2020-03-01,24450
Running,Running,2020-04-01,28495
Running,Running,2020-05-01,137052
Running,Running,2020-06-01,34525
Running,Running,2020-07-01,26916
Running,Running,2020-08-01,27185
Running,Running,2020-09-01,29213
Running,Running,2020-10-01,31477
Running,Running,2020-11-01,35416
Running,Running,2020-12-01,34736
Running,Running,2021-01-01,34260
Running,Running,2021-02-01,34100
Running,Running,2021-03-01,37969
Running,Running,2021-04-01,35625
Running,Running,2021-05-01,34022
Running,Running,2021-06-01,32297
Running,Running,2021-07-01,31059
Running,Running,2021-08-01,32853
Running,Running,2021-09-01,34926
Running,Running,2021-10-01,32784
Running,Running,2021-11-01,30888
Running,Running,2021-12-01,31957
Running,Running,2022-01-01,30020
Running,Running,2022-02-01,30653
Running,Running,2022-03-01,46419
Running,Running,2022-04-01,39761
Running,Running,2022-05-01,37764
Running,Running,2022-06-01,40759
Running,Running,2022-07-01,47524
Running,Running,2022-08-01,48022
Running,Running,2022-09-01,43232
Running,Running,2022-10-01,39040
Running,Running,2022-11-01,42888
Running,Running,2022-12-01,31154
Running,Running,2023-01-01,37933
Running,Running,2023-02-01,37582
Running,Running,2023-03-01,42292
Running,Running,2023-04-01,28600
Running,Running,2023-05-01,35649
Running,Running,2023-06-01,34317
Running,Running,2023-07-01,32997
Running,Running,2023-08-01,39546
Running,Running,2023-09-01,45412
Running,Running,2023-10-01,49312
Running,Running,2023-11-01,42502
Running,Running,2023-12-01,36598
Running,Running,2024-01-01,55085
Running,Running,2024-02-01,45903
Running,Running,2024-03-01,41938
Running,Running,2024-04-01,41012
Running,Running,2024-05-01,30133
Running,Running,2024-06-01,21657
Running,Running,2024-07-01,23238
Running,Running,2024-08-01,27026
Running,Running,2024-09-01,24793
Running,Running,2024-10-01,25426
Running,Running,2024-11-01,25261
Running,Running,2024-12-01,22745
SUP,Stand_up_paddleboarding,2015-07-01,10
SUP,Stand_up_paddleboarding,2015-08-01,13
SUP,Stand_up_paddleboarding,2015-09-01,8
SUP,Stand_up_paddleboarding,2015-10-01,13
SUP,Stand_up_paddleboarding,2015-11-01,8
SUP,Stand_up_paddleboarding,2015-12-01,7
SUP,Stand_up_paddleboarding,2016-01-01,9
SUP,Stand_up_paddleboarding,2016-02-01,9
SUP,Stand_up_paddleboarding,2016-03-01,11
SUP,Stand_up_paddleboarding,2016-04-01,11
SUP,Stand_up_paddleboarding,2016-05-01,12
SUP,Stand_up_paddleboarding,2016-06-01,7
SUP,Stand_up_paddleboarding,2016-07-01,12
SUP,Stand_up_paddleboarding,2016-08-01,11
SUP,Stand_up_paddleboarding,2016-09-01,6
SUP,Stand_up_paddleboarding,2016-10-01,2
SUP,Stand_up_paddleboarding,2016-11-01,6
SUP,Stand_up_paddleboarding,2016-12-01,6
SUP,Stand_up_paddleboarding,2017-01-01,6
SUP,Stand_up_paddleboarding,2017-02-01,9
SUP,Stand_up_paddleboarding,2017-03-01,12
SUP,Stand_up_paddleboarding,2017-04-01,11
SUP,Stand_up_paddleboarding,2017-05-01,19
SUP,Stand_up_paddleboarding,2017-06-01,6
SUP,Stand_up_paddleboarding,2017-07-01,10
SUP,Stand_up_paddleboarding,2017-08-01,4
SUP,Stand_up_paddleboarding,2017-09-01,5
SUP,Stand_up_paddleboarding,2017-10-01,4
SUP,Stand_up_paddleboarding,2017-11-01,6
SUP,Stand_up_paddleboarding,2017-12-01,3
SUP,Stand_up_paddleboarding,2018-01-01,9
SUP,Stand_up_paddleboarding,2018-02-01,7
SUP,Stand_up_paddleboarding,2018-03-01,7
SUP,Stand_up_paddleboarding,2018-04-01,7
SUP,Stand_up_paddleboarding,2018-05-01,9
SUP,Stand_up_paddleboarding,2018-06-01,5
SUP,Stand_up_paddleboarding,2018-07-01,10
SUP,Stand_up_paddleboarding,2018-08-01,5
SUP,Stand_up_paddleboarding,2018-09-01,12
SUP,Stand_up_paddleboarding,2018-10-01,9
SUP,Stand_up_paddleboarding,2018-11-01,5
SUP,Stand_up_paddleboarding,2018-12-01,13
SUP,Stand_up_paddleboarding,2019-01-01,107
SUP,Stand_up_paddleboarding,2019-02-01,170
SUP,Stand_up_paddleboarding,2019-03-01,181
SUP,Stand_up_paddleboarding,2019-04-01,195
SUP,Stand_up_paddleboarding,2019-05-01,240
SUP,Stand_up_paddleboarding,2019-06-01,352
SUP,Stand_up_paddleboarding,2019-07-01,502
SUP,Stand_up_paddleboarding,2019-08-01,462
SUP,Stand_up_paddleboarding,2019-09-01,264
SUP,Stand_up_paddleboarding,2019-10-01,177
SUP,Stand_up_paddleboarding,2019-11-01,126
SUP,Stand_up_paddleboarding,2019-12-01,100
SUP,Stand_up_paddleboarding,2020-01-01,162
SUP,Stand_up_paddleboarding,2020-02-01,136
SUP,Stand_up_paddleboarding,2020-03-01,126
SUP,Stand_up_paddleboarding,2020-04-01,187
