sport,keyword,date,index
Running,nike running shoes,2017-05-01,69
Running,nike running shoes,2017-06-01,72
Running,nike running shoes,2017-07-01,81
Running,nike running shoes,2017-08-01,83
Running,nike running shoes,2017-09-01,68
Running,nike running shoes,2017-10-01,63
Running,nike running shoes,2017-11-01,80
Running,nike running shoes,2017-12-01,77
Running,nike running shoes,2018-01-01,64
Running,nike running shoes,2018-02-01,80
Running,nike running shoes,2018-03-01,84
Running,nike running shoes,2018-04-01,76
Running,nike running shoes,2018-05-01,74
Running,nike running shoes,2018-06-01,73
Running,nike running shoes,2018-07-01,80
Running,nike running shoes,2018-08-01,79
Running,nike running shoes,2018-09-01,61
Running,nike running shoes,2018-10-01,49
Running,nike running shoes,2018-11-01,63
Running,nike running shoes,2018-12-01,67
Running,nike running shoes,2019-01-01,57
Running,nike running shoes,2019-02-01,64
Running,nike running shoes,2019-03-01,69
Running,nike running shoes,2019-04-01,60
Running,nike running shoes,2019-05-01,61
Running,nike running shoes,2019-06-01,59
Running,nike running shoes,2019-07-01,62
Running,nike running shoes,2019-08-01,69
Running,nike running shoes,2019-09-01,60
Running,nike running shoes,2019-10-01,52
Running,nike running shoes,2019-11-01,65
Running,nike running shoes,2019-12-01,70
Running,nike running shoes,2020-01-01,68
Running,nike running shoes,2020-02-01,74
Running,nike running shoes,2020-03-01,64
Running,nike running shoes,2020-04-01,82
Running,nike running shoes,2020-05-01,100
Running,nike running shoes,2020-06-01,85
Running,nike running shoes,2020-07-01,83
Running,nike running shoes,2020-08-01,77
Running,nike running shoes,2020-09-01,61
Running,nike running shoes,2020-10-01,58
Running,nike running shoes,2020-11-01,69
Running,nike running shoes,2020-12-01,87
Running,nike running shoes,2021-01-01,69
Running,nike running shoes,2021-02-01,59
Running,nike running shoes,2021-03-01,76
Running,nike running shoes,2021-04-01,71
Running,nike running shoes,2021-05-01,63
Running,nike running shoes,2021-06-01,60
Running,nike running shoes,2021-07-01,67
Running,nike running shoes,2021-08-01,71
Running,nike running shoes,2021-09-01,58
Running,nike running shoes,2021-10-01,51
Running,nike running shoes,2021-11-01,64
Running,nike running shoes,2021-12-01,66
Running,nike running shoes,2022-01-01,60
Running,nike running shoes,2022-02-01,66
Running,nike running shoes,2022-03-01,75
Running,nike running shoes,2022-04-01,70
Running,nike running shoes,2022-05-01,62
Running,nike running shoes,2022-06-01,61
Running,nike running shoes,2022-07-01,64
Running,nike running shoes,2022-08-01,71
Running,nike running shoes,2022-09-01,52
Running,nike running shoes,2022-10-01,50
Running,nike running shoes,2022-11-01,63
Running,nike running shoes,2022-12-01,57
Running,nike running shoes,2023-01-01,56
Running,nike running shoes,2023-02-01,61
Running,nike running shoes,2023-03-01,63
Running,nike running shoes,2023-04-01,62
Running,nike running shoes,2023-05-01,59
Running,nike running shoes,2023-06-01,57
Running,nike running shoes,2023-07-01,57
Running,nike running shoes,2023-08-01,61
Running,nike running shoes,2023-09-01,54
Running,nike running shoes,2023-10-01,45
Running,nike running shoes,2023-11-01,66
Running,nike running shoes,2023-12-01,60
Running,nike running shoes,2024-01-01,53
Running,nike running shoes,2024-02-01,61
Running,nike running shoes,2024-03-01,71
Running,nike running shoes,2024-04-01,61
Running,nike running shoes,2024-05-01,64
Running,nike running shoes,2024-06-01,66
Running,nike running shoes,2024-07-01,66
Running,nike running shoes,2024-08-01,73
Running,nike running shoes,2024-09-01,58
Running,nike running shoes,2024-10-01,46
Running,nike running shoes,2024-11-01,63
Running,nike running shoes,2024-12-01,63
Running,asics running shoes,2015-01-01,58
Running,asics running shoes,2015-02-01,49
Running,asics running shoes,2015-03-01,65
Running,asics running shoes,2015-04-01,60
Running,asics running shoes,2015-05-01,58
Running,asics running shoes,2015-06-01,51
Running,asics running shoes,2015-07-01,64
Running,asics running shoes,2015-08-01,69
Running,asics running shoes,2015-09-01,57
Running,asics running shoes,2015-10-01,51
Running,asics running shoes,2015-11-01,55
Running,asics running shoes,2015-12-01,52
Running,asics running shoes,2016-01-01,64
Running,asics running shoes,2016-02-01,63
Running,asics running shoes,2016-03-01,77
Running,asics running shoes,2016-04-01,72
Running,asics running shoes,2016-05-01,71
Running,asics running shoes,2016-06-01,69
Running,asics running shoes,2016-07-01,71
Running,asics running shoes,2016-08-01,67
Running,asics running shoes,2016-09-01,60
Running,asics running shoes,2016-10-01,56
Running,asics running shoes,2016-11-01,64
Running,asics running shoes,2016-12-01,55
Running,asics running shoes,2017-01-01,58
Running,asics running shoes,2017-02-01,62
Running,asics running shoes,2017-03-01,70
Running,asics running shoes,2017-04-01,61
Running,asics running shoes,2017-05-01,59
Running,asics running shoes,2017-06-01,57
Running,asics running shoes,2017-07-01,65
Running,asics running shoes,2017-08-01,65
Running,asics running shoes,2017-09-01,58
Running,asics running shoes,2017-10-01,56
Running,asics running shoes,2017-11-01,63
Running,asics running shoes,2017-12-01,58
Running,asics running shoes,2018-01-01,55
Running,asics running shoes,2018-02-01,61
Running,asics running shoes,2018-03-01,69
Running,asics running shoes,2018-04-01,67
Running,asics running shoes,2018-05-01,61
Running,asics running shoes,2018-06-01,59
Running,asics running shoes,2018-07-01,66
Running,asics running shoes,2018-08-01,67
Running,asics running shoes,2018-09-01,61
Running,asics running shoes,2018-10-01,51
Running,asics running shoes,2018-11-01,56
Running,asics running shoes,2018-12-01,52
Running,asics running shoes,2019-01-01,54
Running,asics running shoes,2019-02-01,58
Running,asics running shoes,2019-03-01,68
Running,asics running shoes,2019-04-01,61
Running,asics running shoes,2019-05-01,60
Running,asics running shoes,2019-06-01,61
Running,asics running shoes,2019-07-01,64
Running,asics running shoes,2019-08-01,68
Running,asics running shoes,2019-09-01,60
Running,asics running shoes,2019-10-01,51
Running,asics running shoes,2019-11-01,54
Running,asics running shoes,2019-12-01,56
Running,asics running shoes,2020-01-01,56
Running,asics running shoes,2020-02-01,56
Running,asics running shoes,2020-03-01,58
Running,asics running shoes,2020-04-01,88
Running,asics running shoes,2020-05-01,100
Running,asics running shoes,2020-06-01,88
Running,asics running shoes,2020-07-01,81
Running,asics running shoes,2020-08-01,65
Running,asics running shoes,2020-09-01,76
Running,asics running shoes,2020-10-01,63
Running,asics running shoes,2020-11-01,69
Running,asics running shoes,2020-12-01,72
Running,asics running shoes,2021-01-01,73
Running,asics running shoes,2021-02-01,64
Running,asics running shoes,2021-03-01,79
Running,asics running shoes,2021-04-01,86
Running,asics running shoes,2021-05-01,81
Running,asics running shoes,2021-06-01,79
Running,asics running shoes,2021-07-01,83
Running,asics running shoes,2021-08-01,93
Running,asics running shoes,2021-09-01,82
Running,asics running shoes,2021-10-01,67
Running,asics running shoes,2021-11-01,81
Running,asics running shoes,2021-12-01,71
Running,asics running shoes,2022-01-01,76
Running,asics running shoes,2022-02-01,77
Running,asics running shoes,2022-03-01,81
Running,asics running shoes,2022-04-01,78
Running,asics running shoes,2022-05-01,74
Running,asics running shoes,2022-06-01,74
Running,asics running shoes,2022-07-01,75
Running,asics running shoes,2022-08-01,82
Running,asics running shoes,2022-09-01,66
Running,asics running shoes,2022-10-01,65
Running,asics running shoes,2022-11-01,75
Running,asics running shoes,2022-12-01,66
Running,asics running shoes,2023-01-01,66
Running,asics running shoes,2023-02-01,74
Running,asics running shoes,2023-03-01,69
Running,asics running shoes,2023-04-01,75
Running,asics running shoes,2023-05-01,72
Running,asics running shoes,2023-06-01,71
Running,asics running shoes,2023-07-01,76
Running,asics running shoes,2023-08-01,70
Running,asics running shoes,2023-09-01,75
Running,asics running shoes,2023-10-01,68
Running,asics running shoes,2023-11-01,76
Running,asics running shoes,2023-12-01,67
Running,asics running shoes,2024-01-01,66
Running,asics running shoes,2024-02-01,72
Running,asics running shoes,2024-03-01,73
Running,asics running shoes,2024-04-01,75
Running,asics running shoes,2024-05-01,80
Running,asics running shoes,2024-06-01,78
Running,asics running shoes,2024-07-01,76
Running,asics running shoes,2024-08-01,85
Running,asics running shoes,2024-09-01,77
Running,asics running shoes,2024-10-01,67
Running,asics running shoes,2024-11-01,74
Running,asics running shoes,2024-12-01,76
Running,brooks running shoes,2015-01-01,28
Running,brooks running shoes,2015-02-01,28
Running,brooks running shoes,2015-03-01,33
Running,brooks running shoes,2015-04-01,33
Running,brooks running shoes,2015-05-01,31
Running,brooks running shoes,2015-06-01,29
Running,brooks running shoes,2015-07-01,34
Running,brooks running shoes,2015-08-01,35
Running,brooks running shoes,2015-09-01,28
Running,brooks running shoes,2015-10-01,27
Running,brooks running shoes,2015-11-01,27
Running,brooks running shoes,2015-12-01,27
Running,brooks running shoes,2016-01-01,30
Running,brooks running shoes,2016-02-01,32
Running,brooks running shoes,2016-03-01,35
Running,brooks running shoes,2016-04-01,37
Running,brooks running shoes,2016-05-01,34
Running,brooks running shoes,2016-06-01,34
Running,brooks running shoes,2016-07-01,34
Running,brooks running shoes,2016-08-01,34
Running,brooks running shoes,2016-09-01,29
Running,brooks running shoes,2016-10-01,25
Running,brooks running shoes,2016-11-01,30
Running,brooks running shoes,2016-12-01,26
Running,brooks running shoes,2017-01-01,31
Running,brooks running shoes,2017-02-01,34
Running,brooks running shoes,2017-03-01,34
Running,brooks running shoes,2017-04-01,34
Running,brooks running shoes,2017-05-01,32
Running,brooks running shoes,2017-06-01,33
Running,brooks running shoes,2017-07-01,36
Running,brooks running shoes,2017-08-01,39
Running,brooks running shoes,2017-09-01,34
Running,brooks running shoes,2017-10-01,36
Running,brooks running shoes,2017-11-01,37
Running,brooks running shoes,2017-12-01,33
Running,brooks running shoes,2018-01-01,38
Running,brooks running shoes,2018-02-01,38
Running,brooks running shoes,2018-03-01,42
Running,brooks running shoes,2018-04-01,42
Running,brooks running shoes,2018-05-01,37
Running,brooks running shoes,2018-06-01,41
Running,brooks running shoes,2018-07-01,41
Running,brooks running shoes,2018-08-01,39
Running,brooks running shoes,2018-09-01,37
Running,brooks running shoes,2018-10-01,32
Running,brooks running shoes,2018-11-01,38
Running,brooks running shoes,2018-12-01,39
Running,brooks running shoes,2019-01-01,38
Running,brooks running shoes,2019-02-01,43
Running,brooks running shoes,2019-03-01,43
Running,brooks running shoes,2019-04-01,45
Running,brooks running shoes,2019-05-01,45
Running,brooks running shoes,2019-06-01,46
Running,brooks running shoes,2019-07-01,49
Running,brooks running shoes,2019-08-01,50
Running,brooks running shoes,2019-09-01,47
Running,brooks running shoes,2019-10-01,44
Running,brooks running shoes,2019-11-01,46
Running,brooks running shoes,2019-12-01,47
Running,brooks running shoes,2020-01-01,50
Running,brooks running shoes,2020-02-01,52
Running,brooks running shoes,2020-03-01,48
Running,brooks running shoes,2020-04-01,84
Running,brooks running shoes,2020-05-01,100
Running,brooks running shoes,2020-06-01,81
Running,brooks running shoes,2020-07-01,71
Running,brooks running shoes,2020-08-01,57
Running,brooks running shoes,2020-09-01,50
Running,brooks running shoes,2020-10-01,43
Running,brooks running shoes,2020-11-01,63
Running,brooks running shoes,2020-12-01,64
Running,brooks running shoes,2021-01-01,61
Running,brooks running shoes,2021-02-01,50
Running,brooks running shoes,2021-03-01,76
Running,brooks running shoes,2021-04-01,66
Running,brooks running shoes,2021-05-01,61
Running,brooks running shoes,2021-06-01,69
Running,brooks running shoes,2021-07-01,63
Running,brooks running shoes,2021-08-01,58
Running,brooks running shoes,2021-09-01,50
Running,brooks running shoes,2021-10-01,51
Running,brooks running shoes,2021-11-01,58
Running,brooks running shoes,2021-12-01,58
Running,brooks running shoes,2022-01-01,54
Running,brooks running shoes,2022-02-01,60
Running,brooks running shoes,2022-03-01,75
Running,brooks running shoes,2022-04-01,64
Running,brooks running shoes,2022-05-01,62
Running,brooks running shoes,2022-06-01,56
Running,brooks running shoes,2022-07-01,59
Running,brooks running shoes,2022-08-01,55
Running,brooks running shoes,2022-09-01,49
Running,brooks running shoes,2022-10-01,49
Running,brooks running shoes,2022-11-01,53
Running,brooks running shoes,2022-12-01,49
Running,brooks running shoes,2023-01-01,50
Running,brooks running shoes,2023-02-01,55
Running,brooks running shoes,2023-03-01,56
Running,brooks running shoes,2023-04-01,55
Running,brooks running shoes,2023-05-01,55
Running,brooks running shoes,2023-06-01,50
Running,brooks running shoes,2023-07-01,47
Running,brooks running shoes,2023-08-01,47
Running,brooks running shoes,2023-09-01,44
Running,brooks running shoes,2023-10-01,38
Running,brooks running shoes,2023-11-01,47
Running,brooks running shoes,2023-12-01,47
Running,brooks running shoes,2024-01-01,43
Running,brooks running shoes,2024-02-01,56
Running,brooks running shoes,2024-03-01,52
Running,brooks running shoes,2024-04-01,54
Running,brooks running shoes,2024-05-01,63
